VCC,TARGTYPE,GCSAT,HOST,RA,DEC,VHEL,VERR,VERR_pe,VERR_ne,ZCONF,VOBS,VOBS_pe,VOBS_ne,ABANDCOR,ABANDCOR_pe,ABANDCOR_ne,HELCOR,SN,KECKID,MASKNAME,SLITNUM,ZSPECNUM,ZQUAL,YLOW,YHIGH,SPEC1DNAME,Type,Probability,Nucleus 
---,GCA,N,---,190.06483459472656,12.889444351196289,169.84690856933594,8.223577499389648,8.29842472076416,7.568502426147461,1.0,170.177734375,7.505192279815674,6.784693717956543,-13.269179344177246,3.3122916221618652,3.1121528148651123,13.600000381469727,7.679999828338623,gcA13,vdgc7,10,10,4,14,20,spec1d.vdgc3.024.gcN64.fits,Star,0.9563689231872559,0
---,GCA,Y,VCC1828,190.0532989501953,12.879388809204102,1528.76708984375,9.18414306640625,10.088973999023438,7.764708042144775,1.0,1538.514404296875,8.966202735900879,6.924790382385254,-3.852665424346924,4.453080654144287,3.282270669937134,13.600000381469727,4.400000095367432,gcA9,vdgc7,9,9,4,34,40,spec1d.vdgc3.025.gcN70.fits,DE_GC,1.0,0
---,GCA,Y,VCC1828,190.03553771972656,12.86330509185791,1592.991455078125,6.686131954193115,4.686723709106445,8.272348403930664,1.0,1594.9935302734375,3.502423048019409,7.955503940582275,-11.598023414611816,2.851973056793213,1.8913084268569946,13.600000381469727,8.229999542236328,gcA8,vdgc7,8,8,4,47,53,spec1d.vdgc3.026.gcN76.fits,DE_GC,1.0,0
---,GCN,N,---,190.0031280517578,12.94111156463623,324.0535888671875,7.830519676208496,7.421238422393799,7.6284589767456055,1.0,298.5865783691406,0.0,0.0,-39.06702423095703,7.315060615539551,7.525206089019775,13.600000381469727,4.800000190734863,gcN149,vdgc7,30,33,3,52,57,spec1d.vdgc3.027.gcN81.fits,Star,0.5856137275695801,0
---,GCA,Y,VCC1861,190.2624969482422,11.179139137268066,661.5665283203125,3.7504239082336426,2.7665839195251465,3.3672215938568115,1.0,672.6754150390625,1.4009692668914795,2.0013844966888428,-1.6911699771881104,2.031405448913574,2.4016613960266113,12.800000190734863,13.930000305175781,gcA30,vdgc9B,16,20,4,17,23,spec1d.vdgc3.029.gcN92.fits,DE_GC,1.0,0
---,GCA,Y,VCC1861,190.2154998779297,11.17894458770752,677.8978271484375,17.50210189819336,24.03303337097168,10.946539878845215,1.0,698.67333984375,23.436214447021484,9.71672248840332,7.975517272949219,5.173579216003418,4.883378028869629,12.800000190734863,3.3499999046325684,gcA31,vdgc9B,17,21,3,13,19,spec1d.vdgc3.031.gcN95.fits,DE_GC,1.0,0
---,GCN,Y,VCC1879,190.36766052246094,11.152972221374512,1671.4051513671875,16.041479110717773,17.77964973449707,14.022658348083496,1.0,1669.0345458984375,8.015544891357422,5.613883972167969,-15.17049503326416,15.820944786071777,12.788846969604492,12.800000190734863,4.989999771118164,gcN121,vdgc9B,21,25,4,20,26,spec1d.vdgc3.034.gcN103.fits,DE_GC,1.0,0
---,VOD,N,---,186.1527099609375,13.464694023132324,-20.170000076293945,0.8738564252853394,0.6100000143051147,1.0,1.0,30.690000534057617,0.6100000143051147,1.0,41.86000061035156,0.33000001311302185,0.3499999940395355,9.0,77.41999816894531,0.0,vugc5,44,,,82,90,spec1d.vdgc3.036.gcN107.fits,Star,0.9823644161224365,0
---,VOD,N,---,186.26882934570312,13.688278198242188,-126.26000213623047,1.8471193313598633,2.2300000190734863,1.340000033378601,1.0,-136.89999389648438,2.2300000190734863,1.340000033378601,-19.639999389648438,0.4300000071525574,0.5199999809265137,9.0,53.900001525878906,0.0,vugc5,43,,,4,4,spec1d.vdgc3.037.gcN111.fits,Star,0.9666334390640259,0
---,VOD,N,---,186.24220275878906,13.68458366394043,32.11000061035156,3.2899012565612793,2.640000104904175,2.5299999713897705,1.0,25.639999389648438,2.640000104904175,2.5299999713897705,-15.470000267028809,1.809999942779541,2.259999990463257,9.0,24.270000457763672,0.0,vugc5,42,,,223,231,spec1d.vdgc3.038.gcN118.fits,Star,0.9825816750526428,0
---,VOD,N,---,186.16799926757812,13.532666206359863,13.199999809265137,1.523236632347107,1.340000033378601,1.350000023841858,1.0,21.290000915527344,1.340000033378601,1.350000023841858,-0.9100000262260437,0.7900000214576721,0.6399999856948853,9.0,33.27000045776367,0.0,vugc5,41,,,57,65,spec1d.vdgc3.040.vir203.fits,Star,0.9829043745994568,0
---,GCBO,N,---,186.1786651611328,13.597861289978027,36.650001525878906,0.41773197054862976,0.23999999463558197,0.3199999928474426,1.0,8.579999923706055,0.23999999463558197,0.3199999928474426,-37.06999969482422,0.27000001072883606,0.3499999940395355,9.0,104.2699966430664,0.0,vugc5,39,,,21,29,spec1d.vdgc3.042.sgr264.fits,Star,0.9824347496032715,0
---,GCBO,N,---,186.2431640625,13.608027458190918,239.61000061035156,6.204330921173096,5.0,5.900000095367432,1.0,239.85000610351562,5.0,5.900000095367432,-8.760000228881836,2.75,3.180000066757202,9.0,8.100000381469727,0.0,vugc5,37,,,464,472,spec1d.vdgc3.043.sgr270.fits,Star,0.8876908421516418,0
---,GCXO,N,---,186.2122039794922,13.553667068481445,2.940000057220459,1.108884572982788,1.1699999570846558,0.75,1.0,22.65999984741211,1.1699999570846558,0.75,10.720000267028809,0.5199999809265137,0.5899999737739563,9.0,57.029998779296875,0.0,vugc5,33,,,71,79,spec1d.vdgc3.044.sgr271.fits,Star,0.9828898310661316,0
---,GCXO,N,---,186.27749633789062,13.65202808380127,206.47000122070312,7.955106735229492,4.769999980926514,7.050000190734863,1.0,198.6999969482422,4.769999980926514,7.050000190734863,-16.770000457763672,6.400000095367432,4.25,9.0,5.0,0.0,vugc5,32,,,60,68,spec1d.vdgc3.045.sgr273.fits,Star,0.9306866526603699,0
---,GCXO,N,---,186.2261199951172,13.587944030761719,-199.99000549316406,22.887901306152344,10.779999732971191,14.260000228881836,1.0,-193.1300048828125,10.779999732971191,14.260000228881836,-2.140000104904175,15.039999961853027,23.280000686645508,9.0,6.300000190734863,0.0,vugc5,29,,,93,101,spec1d.vdgc3.046.sgr277.fits,Star,0.9180550575256348,0
---,GCXO,N,---,186.24366760253906,13.660083770751953,-10.180000305175781,2.860353946685791,2.690000057220459,2.4700000286102295,1.0,-20.1299991607666,2.690000057220459,2.4700000286102295,-18.950000762939453,1.3899999856948853,1.0800000429153442,9.0,19.530000686645508,0.0,vugc5,28,,,109,117,spec1d.vdgc3.047.sgr284.fits,Star,0.9826770424842834,0
---,GCBF,Y,VLSB-D,186.16436767578125,13.568361282348633,1043.719970703125,19.373266220092773,13.220000267028809,7.46999979019165,1.0,1047.0400390625,13.220000267028809,7.46999979019165,-5.679999828338623,13.550000190734863,19.209999084472656,9.0,3.880000114440918,0.0,vugc5,25,,,43,51,spec1d.vdgc3.048.sgr292.fits,UDG_GC,1.0,0
---,GCXF,Y,VLSB-D,186.17587280273438,13.533361434936523,1043.1600341796875,13.015198707580566,8.5600004196167,11.539999961853027,1.0,1035.5899658203125,8.5600004196167,11.539999961853027,-16.56999969482422,8.819999694824219,7.71999979019165,9.0,4.380000114440918,0.0,vugc5,19,,,22,30,spec1d.vdgc3.049.sgr294.fits,UDG_GC,1.0,0
---,GCXF,N,---,186.20350646972656,13.581277847290039,89.44000244140625,27.739540100097656,7.380000114440918,7.630000114440918,1.0,-17.020000457763672,7.380000114440918,7.630000114440918,-115.45999908447266,24.260000228881836,29.149999618530273,9.0,1.9500000476837158,0.0,vugc5,16,,,46,54,spec1d.vdgc3.050.sgr298.fits,Star,0.9783646464347839,0
---,GCXF,Y,VLSB-D,186.17091369628906,13.498722076416016,1028.300048828125,12.425000190734863,10.979999542236328,13.869999885559082,1.0,1037.300048828125,10.979999542236328,13.869999885559082,-9.149999618530273,34.15999984741211,29.25,9.0,2.1500000953674316,0.0,vugc5,15,,,30,38,spec1d.vdgc3.051.sgr300.fits,UDG_GC,1.0,0
---,GCXF,N,---,186.17724609375,13.549027442932129,-84.37999725341797,18.032196044921875,9.270000457763672,13.920000076293945,1.0,-79.12999725341797,9.270000457763672,13.920000076293945,-3.75,9.850000381469727,17.770000457763672,9.0,3.1600000858306885,0.0,vugc5,14,,,14,22,spec1d.vdgc3.052.sgr306.fits,Star,0.976452112197876,0
---,GCXL,Y,VLSB-D,186.1736297607422,13.544888496398926,1057.31005859375,8.705143928527832,8.140000343322754,6.449999809265137,1.0,1051.4200439453125,8.140000343322754,6.449999809265137,-14.890000343322754,5.03000020980835,4.46999979019165,9.0,6.420000076293945,0.0,vugc5,13,,,32,40,spec1d.vdgc3.053.sgr313.fits,UDG_GC,1.0,0
---,GCXL,N,---,186.16542053222656,13.498888969421387,1825.5899658203125,7.803502559661865,6.369999885559082,6.940000057220459,1.0,1841.300048828125,6.369999885559082,6.940000057220459,6.710000038146973,4.099999904632568,4.050000190734863,9.0,5.46999979019165,0.0,vugc5,12,,,29,37,spec1d.vdgc3.054.sgr315.fits,ICGC,1.0,0
---,GCXL,Y,VLSB-D,186.168212890625,13.523221969604492,1028.0899658203125,3.3550000190734863,3.7899999618530273,2.9200000762939453,1.0,1037.0899658203125,3.7899999618530273,2.9200000762939453,81.94999694824219,76.19000244140625,81.30999755859375,9.0,8.130000114440918,0.0,vugc5,11,,,5,13,spec1d.vdgc4B.000.alg118.fits,UDG_GC,1.0,0
---,GCXL,Y,VLSB-D,186.15533447265625,13.511805534362793,1030.469970703125,18.865732192993164,9.729999542236328,7.199999809265137,1.0,1047.31005859375,9.729999542236328,7.199999809265137,7.840000152587891,16.950000762939453,16.770000457763672,9.0,4.409999847412109,0.0,vugc5,10,,,66,78,spec1d.vdgc4B.001.alg120.fits,UDG_GC,1.0,0
---,GCXL,N,---,186.16236877441406,13.553472518920898,8.510000228881836,4.490345001220703,4.070000171661377,4.010000228881836,1.0,-7.820000171661377,4.070000171661377,4.010000228881836,-25.329999923706055,2.0399999618530273,1.8799999952316284,9.0,10.579999923706055,0.0,vugc5,9,,,36,44,spec1d.vdgc4B.002.alg123.fits,Star,0.9829141497612,0
---,GCXL,N,---,186.1870880126953,13.55191707611084,-242.13999938964844,0.7890658974647522,0.5799999833106995,0.7300000190734863,1.0,-223.47999572753906,0.5799999833106995,0.7300000190734863,9.65999984741211,0.4399999976158142,0.4399999976158142,9.0,54.150001525878906,0.0,vugc5,8,,,39,47,spec1d.vdgc4B.003.alg207.fits,Star,0.8442856073379517,0
---,GCXL,Y,VLSB-D,186.18124389648438,13.522138595581055,1016.1699829101562,2.5402214527130127,2.319999933242798,2.2100000381469727,1.0,1037.489990234375,2.319999933242798,2.2100000381469727,12.319999694824219,1.1100000143051147,1.190000057220459,9.0,21.190000534057617,0.0,vugc5,7,,,44,52,spec1d.vdgc4B.004.nuc5.fits,UDG_GC,1.0,0
---,GCXL,Y,VLSB-D,186.18338012695312,13.483722686767578,1019.72998046875,12.122438430786133,7.139999866485596,5.400000095367432,1.0,1072.4000244140625,7.139999866485596,5.400000095367432,43.66999816894531,13.039999961853027,7.710000038146973,9.0,5.079999923706055,0.0,vugc5,6,,,72,82,spec1d.vdgc4B.005.nuc7.fits,UDG_GC,1.0,0
---,GCXL,N,---,186.17616271972656,13.498749732971191,-42.470001220703125,8.249585151672363,0.019999999552965164,0.5299999713897705,1.0,-22.06999969482422,0.019999999552965164,0.5299999713897705,11.399999618530273,7.489999771118164,9.0,9.0,3.6600000858306885,0.0,vugc5,5,,,25,33,spec1d.vdgc4B.006.gcA12.fits,Star,0.9811549186706543,0
---,GCXL,Y,VLSB-D,186.1841278076172,13.556722640991211,1056.219970703125,12.890660285949707,15.5600004196167,8.470000267028809,1.0,1056.3199462890625,15.5600004196167,8.470000267028809,-8.899999618530273,4.429999828338623,4.909999847412109,9.0,2.390000104904175,0.0,vugc5,4,,,16,22,spec1d.vdgc4B.007.gcA21.fits,UDG_GC,1.0,0
---,GCXL,Y,VLSB-D,186.1774139404297,13.550444602966309,1026.31005859375,4.880886077880859,3.9000000953674316,4.489999771118164,1.0,1028.800048828125,3.9000000953674316,4.489999771118164,-6.510000228881836,2.440000057220459,2.549999952316284,9.0,11.619999885559082,0.0,vugc5,3,,,55,63,spec1d.vdgc4B.008.gcA24.fits,UDG_GC,1.0,0
---,GCXL,Y,VLSB-D,186.1874542236328,13.564000129699707,1057.1600341796875,10.389564514160156,7.360000133514404,7.03000020980835,1.0,1052.699951171875,7.360000133514404,7.03000020980835,-13.460000038146973,7.440000057220459,7.550000190734863,9.0,6.329999923706055,0.0,vugc5,2,,,24,32,spec1d.vdgc4B.009.gcA25.fits,UDG_GC,1.0,0
---,GCXL,Y,VLSB-D,186.1715850830078,13.580055236816406,1006.9199829101562,8.45358657836914,4.699999809265137,7.190000057220459,1.0,987.4099731445312,4.699999809265137,7.190000057220459,-28.510000228881836,5.590000152587891,6.429999828338623,9.0,6.170000076293945,0.0,vugc5,1,,,4,7,spec1d.vdgc4B.010.gcA29.fits,UDG_GC,1.0,0
---,SGR,N,---,187.12208557128906,12.684638977050781,-30.100000381469727,7.878396034240723,6.25,6.260000228881836,1.0,-7.320000171661377,6.25,6.260000228881836,13.180000305175781,4.340000152587891,5.239999771118164,9.600000381469727,8.140000343322754,0.0,vugc1,75,,,17,25,spec1d.vdgc4B.011.gcA30.fits,Star,0.9830203652381897,0
---,VOD,N,---,186.14212036132812,13.503083229064941,-122.93000030517578,0.7676262259483337,0.75,0.7400000095367432,1.0,-110.4800033569336,0.75,0.7400000095367432,3.450000047683716,0.1599999964237213,0.20999999344348907,9.0,115.19999694824219,0.0,vugc5,45,,,20,28,spec1d.vdgc4B.012.gcA31.fits,Star,0.9676913619041443,0
---,SGR,N,---,186.191162109375,13.558472633361816,-36.72999954223633,6.8294453620910645,5.190000057220459,5.829999923706055,1.0,-49.93000030517578,5.190000057220459,5.829999923706055,-22.200000762939453,4.849999904632568,3.2200000286102295,9.0,6.190000057220459,0.0,vugc5,46,,,16,24,spec1d.vdgc4B.018.gcA51.fits,Star,0.9815382957458496,0
---,SGR,N,---,186.2025909423828,13.621000289916992,207.50999450683594,3.994108200073242,2.950000047683716,4.25,1.0,200.1699981689453,2.950000047683716,4.25,-16.34000015258789,1.6100000143051147,1.850000023841858,9.0,10.890000343322754,0.0,vugc5,47,,,94,102,spec1d.vdgc4B.020.gcN108.fits,Star,0.9296877980232239,0
---,SGR,N,---,186.18075561523438,13.59113883972168,-76.08999633789062,15.90581226348877,14.390000343322754,16.739999771118164,1.0,-74.97000122070312,14.390000343322754,16.739999771118164,-7.880000114440918,3.369999885559082,3.180000066757202,9.0,6.789999961853027,0.0,vugc5,48,,,14,22,spec1d.vdgc4B.021.gcN122.fits,Star,0.9776937365531921,0
---,SER,N,---,185.8101043701172,12.019183158874512,-47.68000030517578,7.958573818206787,5.599999904632568,9.0,1.0,-21.6299991607666,5.599999904632568,9.0,16.850000381469727,3.690000057220459,2.6500000953674316,9.199999809265137,3.450000047683716,0.0,vugc6,56,,,46,53,spec1d.vdgc4B.022.gcN124.fits,Star,0.9807599782943726,0
---,SGR,N,---,185.74037170410156,11.945055961608887,81.19999694824219,3.226612091064453,3.059999942779541,3.140000104904175,1.0,134.32000732421875,3.059999942779541,3.140000104904175,43.91999816894531,0.9599999785423279,0.8299999833106995,9.199999809265137,19.329999923706055,0.0,vugc6,55,,,62,72,spec1d.vdgc4B.024.gcN135.fits,Star,0.9793354868888855,0
---,SGR,N,---,185.8805389404297,12.135027885437012,29.329999923706055,10.875298500061035,12.75,7.420000076293945,1.0,43.619998931884766,12.75,7.420000076293945,5.090000152587891,4.170000076293945,3.9700000286102295,9.199999809265137,4.110000133514404,0.0,vugc6,54,,,8,16,spec1d.vdgc4B.025.gcN136.fits,Star,0.9826580882072449,0
---,SGR,N,---,185.8489532470703,12.092111587524414,-18.65999984741211,17.332441329956055,15.329999923706055,17.209999084472656,1.0,-15.34000015258789,15.329999923706055,17.209999084472656,-5.880000114440918,6.039999961853027,5.909999847412109,9.199999809265137,5.059999942779541,0.0,vugc6,53,,,8,16,spec1d.vdgc4B.026.gcN138.fits,Star,0.9824202656745911,0
---,SGR,N,---,185.7884521484375,12.026778221130371,-67.45999908447266,3.7613959312438965,3.6700000762939453,3.5299999713897705,1.0,-37.47999954223633,3.6700000762939453,3.5299999713897705,20.780000686645508,0.9200000166893005,1.2599999904632568,9.199999809265137,17.709999084472656,0.0,vugc6,52,,,21,29,spec1d.vdgc4B.027.gcN141.fits,Star,0.9788053035736084,0
---,SGR,N,---,185.8003387451172,11.969305992126465,-35.150001525878906,5.406553745269775,4.369999885559082,5.559999942779541,1.0,6.670000076293945,4.369999885559082,5.559999942779541,32.619998931884766,2.3399999141693115,1.940000057220459,9.199999809265137,12.15999984741211,0.0,vugc6,51,,,67,77,spec1d.vdgc4B.028.gcN157.fits,Star,0.9816346764564514,0
---,SGR,N,---,185.85174560546875,12.100250244140625,-48.29999923706055,4.318104267120361,5.079999923706055,2.880000114440918,1.0,-30.81999969482422,5.079999923706055,2.880000114440918,8.279999732971191,1.5299999713897705,1.8200000524520874,9.199999809265137,14.489999771118164,0.0,vugc6,50,,,112,120,spec1d.vdgc4B.029.vir297.fits,Star,0.9807099103927612,0
---,SGR,N,---,185.79562377929688,11.956250190734863,-30.450000762939453,6.590130805969238,4.420000076293945,7.300000190734863,1.0,-5.019999980926514,4.420000076293945,7.300000190734863,16.229999542236328,2.9000000953674316,3.130000114440918,9.199999809265137,5.03000020980835,0.0,vugc6,49,,,81,91,spec1d.vdgc4B.030.vir301.fits,Star,0.9818989038467407,0
---,SGR,N,---,185.75804138183594,11.927971839904785,-24.040000915527344,16.472942352294922,15.84000015258789,6.909999847412109,1.0,18.6299991607666,15.84000015258789,6.909999847412109,33.470001220703125,12.600000381469727,11.229999542236328,9.199999809265137,5.409999847412109,0.0,vugc6,48,,,22,32,spec1d.vdgc4B.031.vir305.fits,Star,0.9822067618370056,0
---,VOD,N,---,185.84133911132812,12.102972030639648,173.3000030517578,1.7399425506591797,1.8200000524520874,1.3200000524520874,1.0,180.33999633789062,1.8200000524520874,1.3200000524520874,-2.1600000858306885,0.8600000143051147,0.6399999856948853,9.199999809265137,29.280000686645508,0.0,vugc6,47,,,7,15,spec1d.vdgc4B.032.vir310.fits,Star,0.9545855522155762,0
---,VOD,N,---,185.89791870117188,12.059694290161133,-165.8800048828125,2.5459182262420654,2.1700000762939453,2.309999942779541,1.0,-135.00999450683594,2.1700000762939453,2.309999942779541,21.670000076293945,1.2599999904632568,1.159999966621399,9.199999809265137,22.100000381469727,0.0,vugc6,46,,,42,50,spec1d.vdgc4B.033.sgr367.fits,Star,0.9481552839279175,0
---,VOD,N,---,185.8300018310547,12.061861038208008,-20.139999389648438,0.7000714540481567,0.4099999964237213,0.5899999737739563,1.0,8.579999923706055,0.4099999964237213,0.5899999737739563,19.520000457763672,0.6100000143051147,0.3700000047683716,9.199999809265137,46.06999969482422,0.0,vugc6,45,,,15,23,spec1d.vdgc4B.034.sgr368.fits,Star,0.9823655486106873,0
---,SER,N,---,185.72357177734375,11.913397789001465,252.94000244140625,4.932517051696777,2.7799999713897705,3.799999952316284,1.0,251.11000061035156,2.7799999713897705,3.799999952316284,-11.029999732971191,3.4200000762939453,3.930000066757202,9.199999809265137,8.4399995803833,0.0,vugc6,40,,,119,129,spec1d.vdgc4B.035.sgr369.fits,Star,0.8618877530097961,0
---,GCBO,N,---,185.79916381835938,12.05602741241455,226.63999938964844,1.7172361612319946,1.2300000190734863,1.6699999570846558,1.0,243.3000030517578,1.2300000190734863,1.6699999570846558,7.460000038146973,0.9200000166893005,0.9200000166893005,9.199999809265137,32.849998474121094,0.0,vugc6,33,,,42,50,spec1d.vdgc4B.036.sgr371.fits,Star,0.9075887203216553,0
---,SGR,M,VLSB-B,187.1281280517578,12.718472480773926,18.170000076293945,36.832542419433594,37.189998626708984,35.27000045776367,1.0,15.390000343322754,37.189998626708984,35.27000045776367,-12.380000114440918,5.880000114440918,7.389999866485596,9.600000381469727,3.7799999713897705,0.0,vugc1,73,,,15,23,spec1d.vdgc4B.037.sgr372.fits,Star,0.9842296838760376,0
---,GCXO,N,---,185.85716247558594,12.048500061035156,-132.64999389648438,0.5462599992752075,0.5,0.5,1.0,-87.7300033569336,0.5,0.5,35.720001220703125,0.20000000298023224,0.23999999463558197,9.199999809265137,117.9000015258789,0.0,vugc6,27,,,66,74,spec1d.vdgc4B.038.sgr377.fits,Star,0.9644292593002319,0
---,GCXO,N,---,185.890380859375,12.060861587524414,227.0399932861328,20.440000534057617,19.389999389648438,21.489999771118164,1.0,236.24000549316406,19.389999389648438,21.489999771118164,-87.58000183105469,31.40999984741211,31.770000457763672,9.199999809265137,1.940000057220459,0.0,vugc6,24,,,32,40,spec1d.vdgc4B.039.sgr378.fits,Star,0.9070413112640381,0
---,GCXO,N,---,185.8212127685547,12.056638717651367,1111.9100341796875,24.26222801208496,12.520000457763672,12.65999984741211,1.0,1119.3599853515625,12.520000457763672,12.65999984741211,-1.75,13.329999923706055,28.149999618530273,9.199999809265137,2.049999952316284,0.0,vugc6,21,,,58,68,spec1d.vdgc4B.040.sgr379.fits,ICGC,1.0,0
---,GCXO,N,---,185.80838012695312,12.072722434997559,-108.55999755859375,16.148393630981445,11.729999542236328,8.09000015258789,1.0,-69.55000305175781,11.729999542236328,8.09000015258789,29.809999465942383,15.920000076293945,9.579999923706055,9.199999809265137,3.130000114440918,0.0,vugc6,17,,,66,74,spec1d.vdgc4B.041.sgr381.fits,Star,0.9716352820396423,0
---,GCXO,N,---,185.86741638183594,12.120277404785156,-141.97000122070312,28.346820831298828,25.489999771118164,25.309999465942383,1.0,-134.7100067138672,25.489999771118164,25.309999465942383,-1.940000057220459,10.199999809265137,14.970000267028809,9.199999809265137,4.309999942779541,0.0,vugc6,16,,,88,96,spec1d.vdgc4B.043.sgr383.fits,Star,0.9607555866241455,0
---,GCXO,N,---,185.81613159179688,12.053360939025879,-95.56999969482422,2.158726453781128,1.8799999952316284,1.6399999856948853,1.0,-83.33000183105469,1.8799999952316284,1.6399999856948853,3.0399999618530273,1.0700000524520874,1.4299999475479126,9.199999809265137,22.579999923706055,0.0,vugc6,14,,,78,86,spec1d.vdgc4B.044.sgr386.fits,Star,0.9744667410850525,0
---,GCXO,N,---,185.7362060546875,11.965777397155762,45.779998779296875,1.9275113344192505,2.1700000762939453,1.6699999570846558,1.0,92.68000030517578,2.1700000762939453,1.6699999570846558,37.70000076293945,0.18000000715255737,0.1599999964237213,9.199999809265137,118.16999816894531,0.0,vugc6,13,,,62,72,spec1d.vdgc4B.046.sgr390.fits,Star,0.9820535182952881,0
---,GCXF,Y,VCC0615,185.7706298828125,12.01663875579834,2117.719970703125,19.99312973022461,10.34000015258789,8.630000114440918,1.0,2125.449951171875,10.34000015258789,8.630000114440918,-1.4700000286102295,18.239999771118164,16.959999084472656,9.199999809265137,2.9700000286102295,0.0,vugc6,7,,,46,54,spec1d.vdgc4B.047.sgr392.fits,UDG_GC,1.0,0
---,GCXF,Y,VCC0615,185.78500366210938,12.017889022827148,2153.860107421875,36.28374481201172,40.040000915527344,31.059999465942383,1.0,2151.699951171875,40.040000915527344,31.059999465942383,-11.359999656677246,7.929999828338623,6.590000152587891,9.199999809265137,2.9100000858306885,0.0,vugc6,6,,,15,23,spec1d.vdgc4B.049.mst485.fits,UDG_GC,1.0,0
---,GCXF,Y,VCC0615,185.7798309326172,12.024110794067383,2051.320068359375,5.9454731941223145,0.05999999865889549,0.09000000357627869,1.0,2094.2099609375,0.05999999865889549,0.09000000357627869,33.689998626708984,6.309999942779541,5.579999923706055,9.199999809265137,3.0,0.0,vugc6,5,,,103,113,spec1d.vdgc4B.051.mst493.fits,UDG_GC,1.0,0
---,GCXL,Y,VCC0615,185.77496337890625,12.022000312805176,2074.72998046875,3.1152045726776123,0.3199999928474426,0.03999999910593033,1.0,2099.35009765625,0.3199999928474426,0.03999999910593033,15.420000076293945,2.990000009536743,3.2300000190734863,9.199999809265137,4.269999980926514,0.0,vugc6,4,,,37,45,spec1d.vdgc4B.058.nuc6.fits,UDG_GC,1.0,0
---,GCXL,Y,VCC0615,185.77679443359375,12.016471862792969,2117.739990234375,9.102880477905273,11.130000114440918,5.909999847412109,1.0,2134.530029296875,11.130000114440918,5.909999847412109,7.590000152587891,3.2200000286102295,3.190000057220459,9.199999809265137,6.659999847412109,0.0,vugc6,3,,,39,47,spec1d.vdgc4B.059.nuc8.fits,UDG_GC,1.0,0
---,GCXL,Y,VCC0615,185.75750732421875,11.994500160217285,2098.030029296875,21.363428115844727,25.18000030517578,13.069999694824219,1.0,2128.6201171875,25.18000030517578,13.069999694824219,21.389999389648438,8.460000038146973,10.579999923706055,9.199999809265137,3.9700000286102295,0.0,vugc6,2,,,14,24,spec1d.vdgc5.000.alg70.fits,UDG_GC,1.0,0
---,GCXL,Y,VCC0615,185.76300048828125,12.007583618164062,2092.530029296875,3.706298589706421,1.25,1.0399999618530273,1.0,2113.06005859375,1.25,1.0399999618530273,11.329999923706055,2.5,4.550000190734863,9.199999809265137,6.849999904632568,0.0,vugc6,1,,,19,27,spec1d.vdgc5.001.alg73.fits,UDG_GC,1.0,0
---,SGR,N,---,186.19595336914062,13.52519416809082,-150.5,16.57536506652832,0.20999999344348907,0.009999999776482582,1.0,-107.87000274658203,0.20999999344348907,0.009999999776482582,33.630001068115234,18.239999771118164,14.90999984741211,9.0,9.569999694824219,0.0,vugc5,49,,,78,86,spec1d.vdgc5.002.alg75.fits,Star,0.9568419456481934,0
---,GCXO,N,---,185.89691162109375,12.09433364868164,182.0399932861328,4.642208576202393,4.070000171661377,3.4100000858306885,1.0,179.58999633789062,4.070000171661377,3.4100000858306885,-11.649999618530273,2.5299999713897705,2.9700000286102295,9.199999809265137,10.9399995803833,0.0,vugc6,26,,,25,33,spec1d.vdgc5.003.alg122.fits,Star,0.9495661854743958,0
---,SGR,M,VLSB-B,187.07479858398438,12.75594425201416,-26.8799991607666,5.796811580657959,4.590000152587891,4.800000190734863,1.0,12.050000190734863,4.590000152587891,4.800000190734863,29.329999923706055,3.009999990463257,3.7899999618530273,9.600000381469727,7.610000133514404,0.0,vugc1,72,,,36,44,spec1d.vdgc5.004.alg168.fits,Star,0.98319411277771,0
---,SGR,M,VCC1153,187.2432098388672,12.631889343261719,34.2400016784668,9.109391212463379,12.569999694824219,0.05000000074505806,1.0,-12.649999618530273,12.569999694824219,0.05000000074505806,-56.4900016784668,7.190000057220459,5.949999809265137,9.600000381469727,2.75,0.0,vugc1,71,,,38,46,spec1d.vdgc5.005.nuc6.fits,Star,0.9840134382247925,0
---,VOD,N,---,187.1529541015625,12.702333450317383,-10.109999656677246,1.8820334672927856,1.5299999713897705,1.9600000381469727,1.0,-6.71999979019165,1.5299999713897705,1.9600000381469727,-6.210000038146973,0.6499999761581421,0.7599999904632568,9.600000381469727,45.650001525878906,0.0,vugc1,70,,,18,26,spec1d.vdgc5.005.serendip1.fits,Star,0.9838723540306091,0
---,SGR,N,---,190.35304260253906,11.182971954345703,-8.93732738494873,4.602053165435791,3.9840753078460693,4.136395454406738,1.0,1.110768437385559,0.0,0.0,-2.751903772354126,3.7826168537139893,3.942727565765381,12.800000190734863,5.139999866485596,sgr387,vdgc9B,53,61,1,12,18,spec1d.vdgc5.006.gcA13.fits,Star,0.9827067255973816,0
---,SGR,N,---,190.41270446777344,11.17116641998291,81.90552520751953,6.164201736450195,5.633586406707764,5.9122114181518555,1.0,85.61923217773438,5.1035308837890625,5.473786354064941,-9.086285591125488,2.031405448913574,1.851280689239502,12.800000190734863,8.430000305175781,sgr383,vdgc9B,52,60,4,23,29,spec1d.vdgc5.006.serendip1.fits,Star,0.979258120059967,0
